Record Type,Date,Time (system on),Time (system off),Upload (MB),Download (MB),Total (MB),Apps Used,Application,Month
App,2025-05-28,,,4749.95,39858.53,,,Code.exe,
App,2025-05-28,,,19809.06,165600.08,,,svchost.exe,
App,2025-05-28,,,8331.36,72137.66,,,WhatsApp.exe,
App,2025-05-28,,,2119.42,17272.12,,,Dropbox.exe,
App,2025-05-28,,,141.43,1057.67,,,services.exe,
App,2025-05-28,,,596.93,5016.42,,,NortonSecurity.exe,
App,2025-05-28,,,495.03,3701.83,,,System,
App,2025-05-28,,,43679.08,358390.39,,,chrome.exe,
App,2025-05-28,,,141.44,1057.67,,,lsass.exe,
App,2025-05-28,,,70.72,528.83,,,ollama.exe,
App,2025-05-28,,,915.64,8198.39,,,wpscloudsvr.exe,
App,2025-05-28,,,141.44,1057.67,,,wininit.exe,
App,2025-05-28,,,141.44,1057.67,,,spoolsv.exe,
App,2025-05-28,,,141.44,1057.67,,,Bridge_Service.exe,
App,2025-05-28,,,250.46,1961.24,,,SearchApp.exe,
App,2025-05-28,,,282.87,2115.33,,,dasHost.exe,
App,2025-05-28,,,239.63,1950.9,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,69.68,520.22,,,SDXHelper.exe,
App,2025-05-28,,,46.31,425.62,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,69.48,518.89,,,gamingservices.exe,
App,2025-05-28,,,69.22,516.84,,,FileCoAuth.exe,
App,2025-05-28,,,447.99,3691.48,,,backgroundTaskHost.exe,
App,2025-05-28,,,138.85,1274.96,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,2010.99,15950.32,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
DailyState,2025-05-28,,,42.91,389.41,168.55,,,
DailyState,2025-05-28,,,42.91,389.41,177.17,,,
DailyState,2025-05-28,,,42.91,389.41,201.52,,,
DailyState,2025-05-28,,,42.91,389.41,203.31,,,
DailyState,2025-05-28,,,42.91,389.41,207.32,,,
App,2025-05-28,,,869.64,6812.13,,,LockApp.exe,
App,2025-05-28,,,4894.46,40983.1,,,Code.exe,
App,2025-05-28,,,22160.53,184503.29,,,svchost.exe,
App,2025-05-28,,,8357.63,72720.33,,,WhatsApp.exe,
App,2025-05-28,,,2283.16,18825.39,,,Dropbox.exe,
App,2025-05-28,,,144.94,1135.36,,,services.exe,
App,2025-05-28,,,672.61,5657.26,,,NortonSecurity.exe,
App,2025-05-28,,,507.29,3973.74,,,System,
App,2025-05-28,,,45998.59,376585.38,,,chrome.exe,
App,2025-05-28,,,144.94,1135.36,,,lsass.exe,
App,2025-05-28,,,72.47,567.68,,,ollama.exe,
App,2025-05-28,,,917.39,8237.23,,,wpscloudsvr.exe,
App,2025-05-28,,,144.94,1135.36,,,wininit.exe,
App,2025-05-28,,,144.94,1135.36,,,spoolsv.exe,
App,2025-05-28,,,144.94,1135.36,,,Bridge_Service.exe,
App,2025-05-28,,,252.21,2000.09,,,SearchApp.exe,
App,2025-05-28,,,289.88,2270.71,,,dasHost.exe,
App,2025-05-28,,,239.63,1950.9,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,72.45,567.41,,,SDXHelper.exe,
App,2025-05-28,,,72.27,563.71,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,72.27,563.71,,,gamingservices.exe,
App,2025-05-28,,,69.22,516.84,,,FileCoAuth.exe,
App,2025-05-28,,,447.99,3691.48,,,backgroundTaskHost.exe,
App,2025-05-28,,,138.85,1274.96,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3163.51,24966.82,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,70.78,529.5,,,taskhostw.exe,
DailyState,2025-05-28,,,42.91,389.41,209.67,,,
DailyState,2025-05-28,,,42.91,389.41,211.86,,,
DailyState,2025-05-28,,,42.91,389.41,214.95,,,
DailyState,2025-05-28,,,42.91,389.41,218.76,,,
DailyState,2025-05-28,,,42.91,389.41,222.55,,,
App,2025-05-28,,,962.58,6906.37,,,LockApp.exe,
App,2025-05-28,,,5493.4,45553.95,,,Code.exe,
App,2025-05-28,,,26184.87,213333.76,,,svchost.exe,
App,2025-05-28,,,8473.9,72838.12,,,WhatsApp.exe,
App,2025-05-28,,,2448.58,19487.3,,,Dropbox.exe,
App,2025-05-28,,,160.42,1151.06,,,services.exe,
App,2025-05-28,,,760.77,6241.11,,,NortonSecurity.exe,
App,2025-05-28,,,561.56,4028.72,,,System,
App,2025-05-28,,,47527.37,387541.97,,,chrome.exe,
App,2025-05-28,,,160.44,1151.06,,,lsass.exe,
App,2025-05-28,,,80.21,575.53,,,ollama.exe,
App,2025-05-28,,,925.15,8245.08,,,wpscloudsvr.exe,
App,2025-05-28,,,160.43,1151.06,,,wininit.exe,
App,2025-05-28,,,160.43,1151.06,,,spoolsv.exe,
App,2025-05-28,,,160.44,1151.06,,,Bridge_Service.exe,
App,2025-05-28,,,259.96,2007.94,,,SearchApp.exe,
App,2025-05-28,,,320.9,2302.12,,,dasHost.exe,
App,2025-05-28,,,239.63,1950.9,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,72.83,568.52,,,SDXHelper.exe,
App,2025-05-28,,,78.09,573.94,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,78.05,573.94,,,gamingservices.exe,
App,2025-05-28,,,69.22,516.84,,,FileCoAuth.exe,
App,2025-05-28,,,447.99,3691.48,,,backgroundTaskHost.exe,
App,2025-05-28,,,138.85,1274.96,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3535.51,27819.62,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,70.78,529.5,,,taskhostw.exe,
App,2025-05-28,,,80.0,575.32,,,NisSrv.exe,
DailyState,2025-05-28,,,42.91,389.41,226.53,,,
DailyState,2025-05-28,,,42.91,389.41,229.75,,,
DailyState,2025-05-28,,,42.91,389.41,235.31,,,
DailyState,2025-05-28,,,42.91,389.41,241.01,,,
DailyState,2025-05-28,,,42.91,389.41,244.86,,,
App,2025-05-28,,,1129.0,7006.12,,,LockApp.exe,
App,2025-05-28,,,5754.28,47294.05,,,Code.exe,
App,2025-05-28,,,30469.65,239118.28,,,svchost.exe,
App,2025-05-28,,,10107.66,82789.72,,,WhatsApp.exe,
App,2025-05-28,,,2779.04,20742.56,,,Dropbox.exe,
App,2025-05-28,,,188.16,1167.69,,,services.exe,
App,2025-05-28,,,958.07,7414.5,,,NortonSecurity.exe,
App,2025-05-28,,,658.64,4086.91,,,System,
App,2025-05-28,,,49728.4,401521.93,,,chrome.exe,
App,2025-05-28,,,188.18,1167.69,,,lsass.exe,
App,2025-05-28,,,94.07,583.84,,,ollama.exe,
App,2025-05-28,,,939.02,8253.4,,,wpscloudsvr.exe,
App,2025-05-28,,,188.17,1167.69,,,wininit.exe,
App,2025-05-28,,,188.16,1167.69,,,spoolsv.exe,
App,2025-05-28,,,188.18,1167.69,,,Bridge_Service.exe,
App,2025-05-28,,,273.83,2016.25,,,SearchApp.exe,
App,2025-05-28,,,376.37,2335.38,,,dasHost.exe,
App,2025-05-28,,,239.63,1950.9,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,93.65,583.48,,,SDXHelper.exe,
App,2025-05-28,,,92.02,582.26,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,91.97,582.23,,,gamingservices.exe,
App,2025-05-28,,,69.22,516.84,,,FileCoAuth.exe,
App,2025-05-28,,,537.96,4274.01,,,backgroundTaskHost.exe,
App,2025-05-28,,,185.86,1432.28,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3549.38,27827.93,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,70.78,529.5,,,taskhostw.exe,
App,2025-05-28,,,80.0,575.32,,,NisSrv.exe,
DailyState,2025-05-28,,,42.91,389.41,247.95,,,
DailyState,2025-05-28,,,42.91,389.41,249.55,,,
DailyState,2025-05-28,,,42.91,389.41,251.33,,,
DailyState,2025-05-28,,,42.91,389.41,252.88,,,
DailyState,2025-05-28,,,42.91,389.41,254.49,,,
App,2025-05-28,,,1151.42,7093.88,,,LockApp.exe,
App,2025-05-28,,,5947.13,48471.34,,,Code.exe,
App,2025-05-28,,,33775.71,259344.87,,,svchost.exe,
App,2025-05-28,,,10133.66,82887.09,,,WhatsApp.exe,
App,2025-05-28,,,2991.05,22000.75,,,Dropbox.exe,
App,2025-05-28,,,191.9,1182.3,,,services.exe,
App,2025-05-28,,,961.82,7429.06,,,NortonSecurity.exe,
App,2025-05-28,,,671.66,4138.19,,,System,
App,2025-05-28,,,51565.21,412753.96,,,chrome.exe,
App,2025-05-28,,,191.9,1182.3,,,lsass.exe,
App,2025-05-28,,,95.95,591.12,,,ollama.exe,
App,2025-05-28,,,940.87,8260.73,,,wpscloudsvr.exe,
App,2025-05-28,,,191.9,1182.3,,,wininit.exe,
App,2025-05-28,,,191.91,1182.36,,,spoolsv.exe,
App,2025-05-28,,,191.91,1182.36,,,Bridge_Service.exe,
App,2025-05-28,,,275.69,2023.59,,,SearchApp.exe,
App,2025-05-28,,,383.81,2364.71,,,dasHost.exe,
App,2025-05-28,,,239.63,1950.9,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,93.65,583.48,,,SDXHelper.exe,
App,2025-05-28,,,95.82,589.62,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,95.81,589.57,,,gamingservices.exe,
App,2025-05-28,,,69.22,516.84,,,FileCoAuth.exe,
App,2025-05-28,,,537.96,4274.01,,,backgroundTaskHost.exe,
App,2025-05-28,,,185.86,1432.28,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3646.29,28417.1,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,95.37,585.21,,,taskhostw.exe,
App,2025-05-28,,,80.0,575.32,,,NisSrv.exe,
DailyState,2025-05-28,,,42.91,389.41,256.65,,,
DailyState,2025-05-28,,,42.91,389.41,260.65,,,
DailyState,2025-05-28,,,42.91,389.41,262.58,,,
DailyState,2025-05-28,,,42.91,389.41,265.05,,,
DailyState,2025-05-28,,,42.91,389.41,266.96,,,
App,2025-05-28,,,1182.06,7209.35,,,LockApp.exe,
App,2025-05-28,,,6825.66,53859.55,,,Code.exe,
App,2025-05-28,,,36864.4,278119.65,,,svchost.exe,
App,2025-05-28,,,10139.03,82909.59,,,WhatsApp.exe,
App,2025-05-28,,,3019.36,22107.51,,,Dropbox.exe,
App,2025-05-28,,,197.01,1201.56,,,services.exe,
App,2025-05-28,,,965.41,7443.46,,,NortonSecurity.exe,
App,2025-05-28,,,689.54,4205.46,,,System,
App,2025-05-28,,,61324.4,472537.97,,,chrome.exe,
App,2025-05-28,,,197.01,1201.56,,,lsass.exe,
App,2025-05-28,,,98.5,600.78,,,ollama.exe,
App,2025-05-28,,,943.42,8270.33,,,wpscloudsvr.exe,
App,2025-05-28,,,197.01,1201.56,,,wininit.exe,
App,2025-05-28,,,197.01,1201.56,,,spoolsv.exe,
App,2025-05-28,,,197.01,1201.56,,,Bridge_Service.exe,
App,2025-05-28,,,277.33,2031.09,,,SearchApp.exe,
App,2025-05-28,,,394.02,2403.12,,,dasHost.exe,
App,2025-05-28,,,492.84,3302.38,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,98.48,600.77,,,SDXHelper.exe,
App,2025-05-28,,,95.82,589.62,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,97.97,599.53,,,gamingservices.exe,
App,2025-05-28,,,97.35,597.46,,,FileCoAuth.exe,
App,2025-05-28,,,937.98,6692.68,,,backgroundTaskHost.exe,
App,2025-05-28,,,185.86,1432.28,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3646.29,28417.1,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,95.37,585.21,,,taskhostw.exe,
App,2025-05-28,,,80.0,575.32,,,NisSrv.exe,
DailyState,2025-05-28,,,42.91,389.41,267.22,,,
DailyState,2025-05-28,,,42.91,389.41,267.8,,,
DailyState,2025-05-28,,,42.91,389.41,269.48,,,
DailyState,2025-05-28,,,42.91,389.41,271.24,,,
DailyState,2025-05-28,,,42.91,389.41,273.31,,,
App,2025-05-28,,,1195.18,7272.7,,,LockApp.exe,
App,2025-05-28,,,7418.81,57468.41,,,Code.exe,
App,2025-05-28,,,39573.51,294567.67,,,svchost.exe,
App,2025-05-28,,,11833.13,93216.11,,,WhatsApp.exe,
App,2025-05-28,,,3329.52,23978.14,,,Dropbox.exe,
App,2025-05-28,,,199.2,1212.12,,,services.exe,
App,2025-05-28,,,966.5,7448.74,,,NortonSecurity.exe,
App,2025-05-28,,,697.2,4242.41,,,System,
App,2025-05-28,,,64705.46,493087.45,,,chrome.exe,
App,2025-05-28,,,199.2,1212.12,,,lsass.exe,
App,2025-05-28,,,99.6,606.06,,,ollama.exe,
App,2025-05-28,,,944.52,8275.61,,,wpscloudsvr.exe,
App,2025-05-28,,,199.2,1212.12,,,wininit.exe,
App,2025-05-28,,,199.2,1212.12,,,spoolsv.exe,
App,2025-05-28,,,199.2,1212.12,,,Bridge_Service.exe,
App,2025-05-28,,,277.33,2031.09,,,SearchApp.exe,
App,2025-05-28,,,398.4,2424.24,,,dasHost.exe,
App,2025-05-28,,,492.84,3302.38,,,cloudcode_cli.exe,
App,2025-05-28,,,51.46,464.97,,,smartscreen.exe,
App,2025-05-28,,,101.98,920.8,,,et.exe,
App,2025-05-28,,,51.06,461.04,,,wps.exe,
App,2025-05-28,,,145.74,1315.84,,,promecefpluginhost.exe,
App,2025-05-28,,,98.48,600.77,,,SDXHelper.exe,
App,2025-05-28,,,95.82,589.62,,,MpDefenderCoreService.exe,
App,2025-05-28,,,44.21,401.64,,,MsMpEng.exe,
App,2025-05-28,,,97.97,599.53,,,gamingservices.exe,
App,2025-05-28,,,97.35,597.46,,,FileCoAuth.exe,
App,2025-05-28,,,937.98,6692.68,,,backgroundTaskHost.exe,
App,2025-05-28,,,185.86,1432.28,,,explorer.exe,
App,2025-05-28,,,248.45,2254.06,,,msedge.exe,
App,2025-05-28,,,3646.29,28417.1,,,node.exe,
App,2025-05-28,,,50.09,452.69,,,git-remote-https.exe,
App,2025-05-28,,,154.89,1399.84,,,ollama app.exe,
App,2025-05-28,,,62.05,481.75,,,browser_assistant.exe,
App,2025-05-28,,,95.37,585.21,,,taskhostw.exe,
App,2025-05-28,,,80.0,575.32,,,NisSrv.exe,
DailyState,2025-05-28,,,42.91,389.41,274.98,,,
DailyState,2025-05-28,,,42.91,389.41,275.18,,,
DailyState,2025-05-29,,,17.74,94.52,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65459.2,549629.61,,,Code.exe,2025-5
MonthlyApp,,,,332615.24,2734994.31,,,svchost.exe,2025-5
MonthlyApp,,,,124731.24,1079549.27,,,WhatsApp.exe,2025-5
MonthlyApp,,,,35603.97,290212.49,,,Dropbox.exe,2025-5
MonthlyApp,,,,2515.94,19146.67,,,services.exe,2025-5
MonthlyApp,,,,10501.09,87694.61,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,8806.02,67014.41,,,System,2025-5
MonthlyApp,,,,587397.99,4855663.97,,,chrome.exe,2025-5
MonthlyApp,,,,2516.01,19146.88,,,lsass.exe,2025-5
MonthlyApp,,,,1257.91,9573.26,,,ollama.exe,2025-5
MonthlyApp,,,,14887.9,133373.27,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2515.98,19146.69,,,wininit.exe,2025-5
MonthlyApp,,,,2515.98,19146.73,,,spoolsv.exe,2025-5
MonthlyApp,,,,2516.02,19146.95,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4341.61,35546.73,,,SearchApp.exe,2025-5
MonthlyApp,,,,5032.03,38294.1,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,934.18,8487.36,,,wps.exe,2025-5
MonthlyApp,,,,2373.7,21473.55,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1231.42,9494.77,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1131.04,9013.56,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1159.53,8967.41,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
DailyState,2025-05-29,,,30.26,188.81,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65459.2,549629.61,,,Code.exe,2025-5
MonthlyApp,,,,332615.24,2734994.31,,,svchost.exe,2025-5
MonthlyApp,,,,124731.24,1079549.27,,,WhatsApp.exe,2025-5
MonthlyApp,,,,35603.97,290212.49,,,Dropbox.exe,2025-5
MonthlyApp,,,,2515.94,19146.67,,,services.exe,2025-5
MonthlyApp,,,,10501.09,87694.61,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,8806.02,67014.41,,,System,2025-5
MonthlyApp,,,,587397.99,4855663.97,,,chrome.exe,2025-5
MonthlyApp,,,,2516.01,19146.88,,,lsass.exe,2025-5
MonthlyApp,,,,1257.91,9573.26,,,ollama.exe,2025-5
MonthlyApp,,,,14887.9,133373.27,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2515.98,19146.69,,,wininit.exe,2025-5
MonthlyApp,,,,2515.98,19146.73,,,spoolsv.exe,2025-5
MonthlyApp,,,,2516.02,19146.95,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4341.61,35546.73,,,SearchApp.exe,2025-5
MonthlyApp,,,,5032.03,38294.1,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
MonthlyApp,,,,934.18,8487.36,,,wps.exe,2025-5
MonthlyApp,,,,2373.7,21473.55,,,promecefpluginhost.exe,2025-5
MonthlyApp,,,,1231.42,9494.77,,,SDXHelper.exe,2025-5
MonthlyApp,,,,1131.04,9013.56,,,MpDefenderCoreService.exe,2025-5
MonthlyApp,,,,839.99,7631.16,,,MsMpEng.exe,2025-5
MonthlyApp,,,,1159.53,8967.41,,,gamingservices.exe,2025-5
MonthlyApp,,,,1127.84,9025.39,,,FileCoAuth.exe,2025-5
MonthlyApp,,,,7217.58,58518.6,,,backgroundTaskHost.exe,2025-5
MonthlyApp,,,,2778.83,24419.83,,,explorer.exe,2025-5
MonthlyApp,,,,3541.95,32160.79,,,msedge.exe,2025-5
MonthlyApp,,,,33182.85,263610.57,,,node.exe,2025-5
MonthlyApp,,,,651.17,5884.97,,,git-remote-https.exe,2025-5
MonthlyApp,,,,1858.68,16798.08,,,ollama app.exe,2025-5
MonthlyApp,,,,620.5,4817.5,,,browser_assistant.exe,2025-5
MonthlyApp,,,,498.45,3344.13,,,taskhostw.exe,2025-5
MonthlyApp,,,,400.0,2876.6,,,NisSrv.exe,2025-5
DailyState,2025-05-29,,,30.26,188.81,3.19,,,
DailyState,2025-05-29,,,30.26,188.81,5.67,,,
DailyState,2025-05-29,,,30.26,188.81,7.33,,,
DailyState,2025-05-29,,,30.26,188.81,8.97,,,
App,2025-05-29,,,8061.37,49137.67,,,chrome.exe,
App,2025-05-29,,,66.22,395.19,,,spoolsv.exe,
App,2025-05-29,,,428.17,2561.51,,,Dropbox.exe,
App,2025-05-29,,,2095.33,12529.92,,,svchost.exe,
App,2025-05-29,,,164.27,979.36,,,SearchApp.exe,
App,2025-05-29,,,66.22,395.19,,,wininit.exe,
App,2025-05-29,,,231.78,1383.18,,,System,
App,2025-05-29,,,161.26,966.01,,,Code.exe,
App,2025-05-29,,,33.11,197.6,,,ollama.exe,
App,2025-05-29,,,66.22,395.19,,,Bridge_Service.exe,
App,2025-05-29,,,66.22,395.19,,,lsass.exe,
App,2025-05-29,,,33.11,197.6,,,WhatsApp.exe,
App,2025-05-29,,,98.56,587.35,,,Telegram.exe,
App,2025-05-29,,,33.11,197.6,,,wpscloudsvr.exe,
App,2025-05-29,,,132.45,790.39,,,dasHost.exe,
App,2025-05-29,,,65.86,393.77,,,NortonSecurity.exe,
App,2025-05-29,,,66.22,395.19,,,services.exe,
App,2025-05-29,,,30.52,189.68,,,CLToast.exe,
App,2025-05-29,,,31.49,190.39,,,gamingservices.exe,
App,2025-05-29,,,32.38,192.55,,,MpDefenderCoreService.exe,
App,2025-05-29,,,32.6,194.51,,,updater.exe,
DailyState,2025-05-29,,,30.26,188.81,11.63,,,
DailyState,2025-05-29,,,30.26,188.81,14.14,,,
DailyState,2025-05-29,,,30.26,188.81,19.14,,,
DailyState,2025-05-29,,,30.26,188.81,32.76,,,
DailyState,2025-05-29,,,30.26,188.81,58.58,,,
App,2025-05-29,,,28939.08,176501.13,,,chrome.exe,
App,2025-05-29,,,78.75,496.31,,,spoolsv.exe,
App,2025-05-29,,,503.32,3168.24,,,Dropbox.exe,
App,2025-05-29,,,6385.06,38748.41,,,svchost.exe,
App,2025-05-29,,,183.06,1131.04,,,SearchApp.exe,
App,2025-05-29,,,78.75,496.32,,,wininit.exe,
App,2025-05-29,,,275.62,1737.1,,,System,
App,2025-05-29,,,164.82,986.05,,,Code.exe,
App,2025-05-29,,,39.37,248.16,,,ollama.exe,
App,2025-05-29,,,78.75,496.32,,,Bridge_Service.exe,
App,2025-05-29,,,78.75,496.32,,,lsass.exe,
App,2025-05-29,,,702.07,4385.21,,,WhatsApp.exe,
App,2025-05-29,,,111.09,688.47,,,Telegram.exe,
App,2025-05-29,,,206.66,1248.53,,,wpscloudsvr.exe,
App,2025-05-29,,,157.5,992.63,,,dasHost.exe,
App,2025-05-29,,,72.12,444.33,,,NortonSecurity.exe,
App,2025-05-29,,,78.75,496.32,,,services.exe,
App,2025-05-29,,,30.52,189.68,,,CLToast.exe,
App,2025-05-29,,,31.49,190.39,,,gamingservices.exe,
App,2025-05-29,,,34.13,206.76,,,MpDefenderCoreService.exe,
App,2025-05-29,,,32.6,194.51,,,updater.exe,
App,2025-05-29,,,100.4,600.68,,,wps.exe,
App,2025-05-29,,,33.46,200.07,,,promecefpluginhost.exe,
App,2025-05-29,,,100.26,599.34,,,wpspdf.exe,
App,2025-05-29,,,38.13,238.2,,,SDXHelper.exe,
DailyState,2025-05-29,,,30.26,188.81,68.7,,,
DailyState,2025-05-29,,,30.26,188.81,70.48,,,
DailyState,2025-05-29,,,30.26,188.81,73.15,,,
DailyState,2025-05-29,,,40.32,254.37,0,,,
MonthlyApp,,,,15095.68,114880.67,,,LockApp.exe,2025-5
MonthlyApp,,,,65785.28,551581.67,,,Code.exe,2025-5
MonthlyApp,,,,341095.63,2786272.64,,,svchost.exe,2025-5
MonthlyApp,,,,125466.42,1084132.08,,,WhatsApp.exe,2025-5
MonthlyApp,,,,36535.46,295942.24,,,Dropbox.exe,2025-5
MonthlyApp,,,,2660.91,20038.18,,,services.exe,2025-5
MonthlyApp,,,,10639.07,88532.71,,,NortonSecurity.exe,2025-5
MonthlyApp,,,,9313.42,70134.69,,,System,2025-5
MonthlyApp,,,,624398.44,5081302.77,,,chrome.exe,2025-5
MonthlyApp,,,,2660.98,20038.39,,,lsass.exe,2025-5
MonthlyApp,,,,1330.39,10019.02,,,ollama.exe,2025-5
MonthlyApp,,,,15127.67,134819.4,,,wpscloudsvr.exe,2025-5
MonthlyApp,,,,2660.95,20038.2,,,wininit.exe,2025-5
MonthlyApp,,,,2660.95,20038.23,,,spoolsv.exe,2025-5
MonthlyApp,,,,2660.99,20038.46,,,Bridge_Service.exe,2025-5
MonthlyApp,,,,4688.94,37657.13,,,SearchApp.exe,2025-5
MonthlyApp,,,,5321.98,40077.12,,,dasHost.exe,2025-5
MonthlyApp,,,,3700.7,30062.05,,,cloudcode_cli.exe,2025-5
MonthlyApp,,,,939.37,8528.6,,,smartscreen.exe,2025-5
MonthlyApp,,,,1545.22,14004.48,,,et.exe,2025-5
